First Name,Last Name,Email,Country,Application Date,Yoe,Seniority,Technology,Code Challenge Score,Technical Interview Score
Megan,Sharp,hannahjones@example.com,Mexico,2021-04-14,1,Mid,JavaScript,6.0,3.9
Katelyn,Romero,spencepamela@example.org,USA,2021-12-18,12,Junior,C++,0.5,7.7
Desiree,Andrews,murraymatthew@example.com,USA,2022-02-14,1,Senior,Data Engineering,0.1,0.6
Tiffany,Jones,bankscynthia@example.com,USA,2023-10-06,7,Junior,JavaScript,5.1,1.8
Catherine,Mitchell,joshua32@example.org,Mexico,2022-02-25,7,Mid,Python,0.6,3.3
Catherine,Mann,melissa58@example.net,Argentina,2022-05-18,11,Junior,Data Engineering,2.6,2.3
Jerry,Floyd,chasekatherine@example.org,Ecuador,2021-05-21,11,Senior,Python,4.0,7.6
Kristen,Brown,bridgesmegan@example.org,Brazil,2024-12-05,8,Junior,Python,9.2,4.0
Heather,Dean,michelle51@example.org,Brazil,2020-10-10,12,Senior,JavaScript,2.7,7.7
John,Stephens,jessicagarcia@example.net,Brazil,2024-08-25,0,Mid,C++,5.9,4.0
Lisa,Pierce,katherinecombs@example.net,Mexico,2023-12-04,1,Senior,Data Engineering,0.5,2.2
Carol,Smith,jcarr@example.org,Argentina,2024-12-28,10,Senior,C++,1.3,2.2
Shawn,Bradley,autumnwilliams@example.net,USA,2022-12-31,11,Mid,Data Engineering,7.6,3.5
Ashley,King,hernandezlarry@example.net,USA,2023-03-14,11,Junior,Python,4.7,9.2
Samuel,Fritz,eroberts@example.com,Brazil,2024-11-03,3,Senior,SQL,8.3,1.3
Deanna,Hoffman,taylorkevin@example.org,USA,2024-04-10,11,Mid,Python,8.2,8.2
Jennifer,Morgan,alexandriawilson@example.net,USA,2022-04-11,14,Senior,JavaScript,4.9,0.5
Denise,Ellison,jessica94@example.org,USA,2020-03-11,0,Mid,JavaScript,3.4,7.1
Todd,Cannon,wagnergerald@example.net,Argentina,2020-07-13,12,Junior,JavaScript,5.6,3.4
Kristen,White,jessica58@example.net,Mexico,2023-10-14,15,Senior,C++,8.8,7.6
Robert,Conner,kylediaz@example.com,Brazil,2024-07-26,2,Lead,Python,3.5,4.9
Jimmy,Reyes,brandon93@example.com,Brazil,2022-05-16,5,Lead,Java,7.1,4.5
Stephanie,Parker,garciaandrew@example.org,Mexico,2022-05-07,0,Junior,Java,2.3,8.7
Wendy,Christensen,perezelizabeth@example.org,Mexico,2024-08-26,15,Mid,SQL,2.9,4.5
Jeffery,Martin,vjohnson@example.org,Colombia,2021-01-22,10,Senior,Data Engineering,0.2,6.2
Christina,Martinez,jillmayer@example.net,Mexico,2023-06-03,8,Senior,Python,6.6,8.3
Susan,Simon,morenomichael@example.org,Brazil,2022-11-10,12,Senior,Python,0.1,4.9
Nicole,Adkins,reyesdebra@example.net,Mexico,2023-08-09,3,Senior,SQL,8.3,3.3
Jonathan,Johnson,andrewallen@example.net,Colombia,2022-09-30,14,Lead,JavaScript,4.0,2.4
Danielle,Sandoval,sarah49@example.org,Mexico,2020-11-29,2,Senior,Python,1.8,5.4
Angelica,Lee,lisa05@example.net,Ecuador,2021-08-25,6,Lead,C++,9.4,9.5
Catherine,Moore,ortegabrandon@example.com,Ecuador,2022-02-15,10,Mid,SQL,5.3,7.7
Stephanie,Gonzalez,parkergeoffrey@example.org,Colombia,2023-01-19,4,Lead,Java,0.1,3.4
Joseph,Tate,lowebrian@example.com,Ecuador,2023-06-01,5,Mid,Java,7.3,6.7
Lauren,Hensley,dustin78@example.com,Colombia,2021-06-30,4,Lead,JavaScript,9.2,9.6
James,Snyder,thomaschristine@example.org,Ecuador,2023-11-26,6,Senior,SQL,2.2,1.0
Sara,Davis,marvinjohnson@example.org,Brazil,2022-02-19,0,Junior,SQL,4.3,9.7
Kevin,Garcia,leewilson@example.net,Mexico,2022-07-28,10,Senior,C++,0.8,6.5
Justin,Perez,ybrown@example.net,Mexico,2020-05-30,14,Lead,Python,6.0,7.3
Aimee,Melton,duanevaughan@example.net,Brazil,2020-07-19,4,Junior,Python,3.6,0.5
Brooke,Huerta,paigesanchez@example.net,USA,2020-05-31,11,Senior,C++,3.3,9.5
Laura,Mcfarland,danielherman@example.org,Argentina,2024-01-04,15,Senior,Java,5.3,3.1
Brittany,Mason,ibarnes@example.net,Argentina,2023-06-04,11,Senior,Data Engineering,2.5,4.7
William,Herrera,samantha29@example.org,Ecuador,2023-12-19,0,Senior,C++,9.5,6.3
Cynthia,Nguyen,imason@example.net,Brazil,2020-06-07,8,Mid,Python,8.0,9.3
Renee,Holmes,ugonzales@example.com,USA,2021-08-15,6,Lead,Java,1.6,8.2
Connie,Alvarez,barrygilbert@example.net,Argentina,2020-06-17,10,Junior,C++,9.8,0.3
Veronica,Roach,ericjuarez@example.com,USA,2022-08-26,14,Senior,JavaScript,7.2,9.8
David,Arnold,jaykramer@example.com,Brazil,2022-03-25,5,Mid,JavaScript,8.0,2.9
Ruth,Ramsey,stephenmartin@example.org,Colombia,2020-06-16,1,Mid,JavaScript,3.4,5.1
Amy,Powell,brownadam@example.com,USA,2023-06-24,15,Lead,Data Engineering,8.6,2.9
Robert,Martin,mclark@example.org,USA,2024-01-06,13,Lead,SQL,3.8,2.0
Rebecca,Ruiz,rossmark@example.com,Ecuador,2020-12-11,12,Mid,Data Engineering,9.2,8.8
Cassidy,Johnson,jacobzimmerman@example.net,Ecuador,2020-07-08,15,Mid,C++,8.1,4.8
Larry,Baker,royryan@example.org,Mexico,2024-07-17,11,Junior,C++,6.6,4.7
Joe,Ortiz,dennismathis@example.com,Brazil,2023-07-23,2,Junior,SQL,9.8,9.2
Anna,Buchanan,fishererin@example.com,Ecuador,2020-07-10,9,Senior,Data Engineering,5.3,8.9
Thomas,Peters,jjames@example.com,Mexico,2020-10-26,9,Lead,Java,9.7,4.3
Daniel,Flynn,jenny66@example.com,Brazil,2022-08-27,4,Lead,JavaScript,4.7,2.7
Patricia,Townsend,yoconnor@example.net,USA,2020-07-06,10,Mid,JavaScript,4.5,0.3
Veronica,Compton,ppeters@example.com,Mexico,2023-04-19,6,Lead,Python,6.5,8.1
Matthew,Warner,kristy86@example.com,Mexico,2022-03-25,11,Junior,Python,8.7,7.9
Bill,Robinson,jasonhamilton@example.com,Mexico,2020-12-22,15,Mid,C++,8.4,7.8
Felicia,Flowers,zjacobs@example.com,Argentina,2020-01-29,14,Senior,Java,3.2,0.7
Sandra,Smith,lisalin@example.com,Ecuador,2021-04-04,3,Junior,SQL,4.6,5.0
Kathleen,Smith,tcline@example.net,Argentina,2021-12-07,4,Lead,JavaScript,8.7,8.2
Daniel,Peterson,kevin40@example.org,Ecuador,2021-05-25,13,Mid,Data Engineering,7.3,2.7
Haley,Waller,chad03@example.net,Mexico,2022-02-25,15,Mid,Python,6.3,1.2
Ryan,Bartlett,daniellejames@example.net,Mexico,2020-10-23,14,Lead,JavaScript,4.0,3.0
Rebecca,Gonzalez,laurasimpson@example.com,Colombia,2022-04-29,7,Lead,JavaScript,5.1,0.2
Ronnie,Johnson,oscott@example.net,Argentina,2024-08-03,13,Senior,JavaScript,2.8,4.2
Todd,Duncan,alyssacox@example.org,Argentina,2020-03-29,8,Lead,JavaScript,6.4,2.9
Ashley,Johnson,jjones@example.org,Colombia,2022-03-04,1,Junior,SQL,5.2,1.4
Sherry,Summers,ngarcia@example.com,Ecuador,2022-06-06,0,Senior,Python,3.6,8.9
Angela,Hernandez,xmoore@example.net,Argentina,2023-09-11,9,Senior,C++,6.8,6.8
Pamela,Burton,tcervantes@example.net,Mexico,2023-05-28,13,Senior,SQL,1.8,9.4
Amy,Fox,smarshall@example.net,Colombia,2020-06-26,6,Junior,Java,0.5,7.3
Joseph,Moore,zacharypeterson@example.com,Ecuador,2021-04-05,10,Junior,Java,2.5,1.2
Donald,Brown,michealcook@example.com,Argentina,2024-01-25,3,Lead,Java,10.0,6.3
Jennifer,Koch,dominiquecarpenter@example.net,USA,2022-07-08,11,Lead,SQL,9.6,9.5
Samantha,Shannon,saustin@example.org,USA,2021-02-20,6,Junior,Java,5.7,5.9
Timothy,Rowland,bergerelizabeth@example.org,Ecuador,2021-09-04,6,Junior,SQL,1.3,1.4
Kayla,Harrison,sanchezjasmine@example.net,Argentina,2023-06-24,9,Mid,Python,7.7,0.8
Walter,Bell,josephgolden@example.com,Colombia,2023-06-01,9,Lead,JavaScript,9.9,1.3
Cheryl,Terry,qjohnson@example.net,USA,2022-08-17,14,Mid,Data Engineering,0.2,6.1
Brian,Richards,jill20@example.org,Brazil,2021-02-08,15,Mid,Data Engineering,8.3,3.0
Samuel,Collins,michael40@example.org,Brazil,2023-06-20,4,Lead,JavaScript,0.8,2.5
Keith,Davila,kevinparker@example.net,Mexico,2020-03-07,8,Lead,C++,8.6,2.0
Daniel,Campbell,mgallagher@example.net,Brazil,2024-11-13,15,Senior,SQL,3.7,2.5
Joshua,Hunter,agutierrez@example.net,USA,2022-12-01,10,Mid,Java,1.3,4.3
Robert,Hubbard,sthompson@example.org,Ecuador,2024-02-22,1,Mid,Python,7.4,8.2
Kimberly,Tucker,debbiemiller@example.net,Ecuador,2020-09-05,3,Senior,Python,1.0,1.5
Jennifer,Farmer,lwalker@example.net,Ecuador,2021-05-28,11,Lead,Java,4.3,1.0
William,Duncan,kennethstrickland@example.net,Colombia,2020-07-26,10,Mid,SQL,0.4,8.8
Sabrina,Gilbert,medinakathy@example.org,Argentina,2021-01-25,4,Senior,Python,7.0,1.8
Andrew,Valenzuela,vdavis@example.com,Brazil,2021-12-25,1,Mid,SQL,7.9,7.3
Amy,Sanchez,reedbrandon@example.com,Argentina,2024-12-25,10,Lead,JavaScript,1.5,8.1
Robert,Mcdonald,andreamyers@example.net,USA,2024-08-21,13,Mid,Python,8.2,9.6
Janet,Collins,davisvictor@example.com,Ecuador,2023-03-23,5,Lead,Java,0.9,3.6
Alexander,Watson,webstertaylor@example.net,USA,2024-01-31,13,Lead,Java,4.0,4.7
Laurie,Shepard,holdermatthew@example.net,Brazil,2020-04-10,6,Junior,SQL,7.4,5.2
Emily,Diaz,julie60@example.org,Argentina,2023-12-23,9,Senior,Data Engineering,1.3,8.9
Brianna,Hart,connor37@example.net,Ecuador,2024-05-17,4,Lead,Data Engineering,7.4,6.8
Whitney,Martinez,estradacandice@example.net,Ecuador,2023-05-17,3,Mid,Python,2.6,1.1
Kathleen,Watkins,herreradennis@example.org,Ecuador,2024-07-28,5,Lead,Python,4.6,5.4
Heather,Morse,rramsey@example.com,Argentina,2024-11-20,14,Lead,Java,1.6,4.6
Alicia,Brooks,angeladay@example.org,Ecuador,2024-08-05,4,Junior,Java,4.1,4.6
Jennifer,Baker,alexgonzalez@example.com,USA,2020-04-01,15,Mid,Java,9.0,7.6
Melissa,Harris,thomasharrell@example.org,Colombia,2024-12-25,4,Lead,SQL,0.1,1.1
Christopher,Long,jenniferhunter@example.net,Ecuador,2024-01-19,7,Lead,Java,6.7,4.9
Jonathan,Berry,victorramirez@example.org,Colombia,2024-06-09,3,Mid,C++,0.9,8.0
Christopher,Phillips,david60@example.net,Mexico,2024-03-17,12,Lead,Python,0.1,8.6
Michael,Mccormick,lloydalyssa@example.org,Argentina,2021-09-05,8,Junior,Python,5.5,9.9
Cindy,Rivera,gharrington@example.net,Colombia,2023-06-15,0,Mid,Java,8.2,5.4
Brenda,Jackson,collinsscott@example.com,Brazil,2024-05-22,6,Mid,Data Engineering,1.3,2.2
Jessica,Tyler,klee@example.net,Mexico,2023-06-10,13,Mid,JavaScript,7.3,4.0
Ronnie,Velazquez,schultztina@example.net,USA,2020-03-24,0,Junior,Python,9.9,3.6
Darlene,Farmer,travisoconnor@example.org,Brazil,2023-12-09,5,Mid,Java,3.5,1.7
Denise,Ward,christinejames@example.org,Ecuador,2023-03-08,7,Junior,SQL,0.2,0.3
Rachel,Hernandez,omckinney@example.net,Ecuador,2023-09-04,15,Senior,JavaScript,8.7,6.8
Amy,Reynolds,hernandezkathryn@example.net,Brazil,2022-07-02,11,Mid,C++,3.4,1.7
Michael,Harris,lmurray@example.com,Colombia,2023-09-21,4,Mid,JavaScript,2.3,3.8
Holly,Stewart,nicholasbrewer@example.net,Brazil,2022-04-17,0,Junior,Java,6.0,1.8
Tara,Benson,xheath@example.net,Brazil,2023-10-07,11,Senior,Python,1.5,3.5
Ryan,Brown,amanda06@example.org,Ecuador,2023-05-31,12,Mid,Java,5.0,1.6
Stephanie,Vang,luisramirez@example.org,Colombia,2024-03-04,0,Lead,Python,5.5,6.1
Jessica,King,cooklawrence@example.com,Argentina,2020-10-04,13,Mid,C++,1.9,1.7
Troy,Perkins,doris76@example.org,Colombia,2024-01-15,2,Lead,JavaScript,2.1,1.0
Heather,Quinn,staceybutler@example.com,USA,2024-06-21,7,Mid,JavaScript,0.7,3.1
Traci,Wilson,deborahbass@example.org,Mexico,2022-10-17,10,Junior,SQL,9.7,9.4
Marc,Harris,shicks@example.net,Colombia,2023-09-28,15,Lead,JavaScript,3.3,7.3
Kathy,Holloway,bradley55@example.com,USA,2024-11-26,13,Junior,SQL,2.8,3.8
Crystal,Greer,goodbrandy@example.net,Mexico,2023-10-25,10,Mid,JavaScript,9.4,0.7
Dawn,Welch,dfernandez@example.org,Argentina,2024-11-19,3,Lead,C++,1.0,1.1
Sarah,Williams,kleinmonica@example.com,Brazil,2020-12-07,2,Mid,JavaScript,9.1,5.6
Lauren,Miller,jennifer20@example.org,Ecuador,2021-08-08,10,Mid,Java,7.2,0.5
Blake,Pacheco,hendersonrachel@example.org,Argentina,2024-03-10,12,Senior,JavaScript,4.5,7.9
Joshua,Torres,robinsonmelinda@example.com,Argentina,2023-11-08,5,Junior,JavaScript,6.9,5.6
Jade,Perez,rachel67@example.org,Argentina,2021-08-29,5,Lead,C++,2.7,1.7
Deborah,Hancock,ytaylor@example.com,USA,2022-04-23,6,Junior,JavaScript,3.8,6.3
Beth,Wilkins,baxterrichard@example.com,USA,2022-09-24,6,Senior,Java,9.7,2.6
Wendy,Thomas,montgomeryrussell@example.org,Mexico,2024-09-19,1,Senior,JavaScript,9.7,4.8
David,Cooper,newmancrystal@example.org,Brazil,2021-09-08,15,Mid,Java,7.9,3.0
Andrea,Hebert,tammiehamilton@example.com,Colombia,2022-08-18,10,Senior,Data Engineering,7.1,0.3
Cody,Brown,zimmermanlisa@example.org,Argentina,2023-06-08,3,Lead,JavaScript,2.1,9.9
Valerie,Meyers,ohayes@example.org,USA,2020-09-16,4,Junior,Python,3.3,7.6
Juan,Wagner,mark49@example.org,Ecuador,2020-05-21,7,Lead,Java,9.2,8.2
Emily,Key,christina49@example.com,Brazil,2021-11-19,10,Lead,C++,9.0,4.2
Brandon,Morgan,rbrooks@example.org,Argentina,2022-05-27,5,Junior,Java,1.5,7.4
Charles,Landry,davenportjames@example.com,Mexico,2024-10-01,9,Lead,JavaScript,0.3,6.0
Nicole,Stewart,gregorysaunders@example.org,Mexico,2024-07-11,0,Junior,Data Engineering,4.0,3.3
Aaron,Wilson,wesleymaldonado@example.com,Mexico,2022-01-16,0,Lead,C++,8.6,6.6
Steven,Banks,cgraham@example.com,Argentina,2022-08-17,8,Junior,JavaScript,1.9,5.4
Cynthia,Miller,gary83@example.net,USA,2022-02-01,5,Mid,JavaScript,3.4,5.9
Jennifer,Meadows,mary20@example.org,Ecuador,2024-10-10,7,Lead,Data Engineering,7.4,4.3
James,Flores,bellcharles@example.org,USA,2024-02-08,9,Junior,Data Engineering,5.8,1.9
Victoria,Turner,ikim@example.org,Argentina,2022-06-03,7,Senior,Python,7.1,0.2
Mark,Braun,goldenrenee@example.org,Mexico,2020-12-26,6,Mid,JavaScript,5.9,2.5
Joseph,Johnson,dana49@example.net,Ecuador,2022-02-18,9,Mid,JavaScript,2.7,3.1
Judy,Williams,owensrhonda@example.net,Argentina,2022-11-11,13,Senior,Data Engineering,9.1,3.1
Andrew,Bird,timothy52@example.net,Colombia,2020-02-26,6,Senior,Data Engineering,8.4,8.6
Daniel,Lewis,dyoung@example.com,Colombia,2024-01-22,8,Senior,Python,3.6,3.7
Danielle,Davis,merrittjack@example.com,Colombia,2021-09-01,4,Junior,Data Engineering,5.8,3.7
Shawn,Keller,josephwright@example.net,USA,2022-05-30,12,Junior,Data Engineering,5.6,9.0
Ana,Anderson,tammy55@example.com,Colombia,2023-11-18,5,Senior,Java,6.2,9.3
Dana,Bell,brookschristina@example.net,USA,2024-08-23,9,Mid,Data Engineering,6.2,8.7
Jennifer,Miller,bradleynelson@example.com,Colombia,2020-12-05,9,Junior,C++,1.7,4.9
Jared,Reyes,gregory26@example.org,Colombia,2024-05-21,5,Junior,C++,7.5,0.7
Carla,Olson,jdaniels@example.net,Mexico,2021-09-01,12,Mid,SQL,4.4,1.0
Natalie,Smith,amanda87@example.net,Colombia,2024-10-20,5,Senior,JavaScript,0.4,7.4
Abigail,Anderson,evansgary@example.com,Ecuador,2024-09-21,1,Mid,Java,0.3,0.8
Leslie,Thomas,ronaldgarcia@example.com,USA,2021-06-18,12,Junior,Java,2.9,9.2
Tracy,Deleon,ybrooks@example.com,Argentina,2021-05-11,11,Lead,Python,8.1,0.4
Brandi,Carter,joshuaferguson@example.net,Mexico,2020-04-20,5,Senior,Data Engineering,9.1,3.8
Ryan,Scott,mhicks@example.com,Mexico,2024-08-29,3,Senior,C++,6.5,8.7
Ryan,Galvan,scottallen@example.org,Colombia,2021-02-15,10,Senior,Java,4.9,6.5
Anthony,Clark,garciajeff@example.com,Argentina,2020-12-27,6,Lead,SQL,3.8,4.8
Craig,Thompson,wblack@example.com,USA,2022-10-27,5,Senior,SQL,8.7,1.4
Charles,Johnson,kwilliams@example.org,Brazil,2022-12-13,10,Mid,Python,7.8,3.9
Rose,Wilson,christine85@example.com,Mexico,2023-07-24,12,Lead,Java,8.0,0.9
James,Dixon,colleen55@example.com,Argentina,2023-01-17,12,Senior,Java,9.1,4.1
David,Wood,gjohnson@example.com,Colombia,2022-06-23,6,Senior,Python,4.5,2.6
Melissa,Carter,dgentry@example.com,Colombia,2020-07-20,6,Senior,SQL,6.3,5.5
Bruce,Pierce,kevinweber@example.com,Colombia,2024-03-02,0,Mid,Java,2.0,8.3
Jessica,White,ericapugh@example.org,Argentina,2021-07-23,7,Junior,SQL,4.5,3.1
Miguel,Soto,kendramartinez@example.com,Brazil,2023-04-22,15,Senior,Python,4.4,0.2
Keith,Cooper,keymegan@example.net,Brazil,2020-05-05,15,Lead,Python,9.8,4.7
Holly,Mcintosh,cordovashannon@example.net,Mexico,2022-02-08,7,Senior,Java,7.1,5.9
Kevin,Harmon,jamesscott@example.com,Colombia,2022-05-08,4,Mid,SQL,3.7,0.1
Dana,Malone,james11@example.com,Colombia,2023-01-02,12,Lead,Java,9.9,6.2
Samantha,Ramirez,smithbenjamin@example.org,Argentina,2022-12-21,2,Senior,Java,3.1,7.3
Tanner,Hernandez,harringtoncatherine@example.com,Ecuador,2022-03-12,9,Junior,JavaScript,2.4,4.1
Robert,Stewart,ashleymartinez@example.org,USA,2021-10-20,10,Mid,JavaScript,1.8,9.1
Christine,Hansen,marcusmccoy@example.com,Mexico,2022-12-27,12,Junior,Data Engineering,4.5,0.1
Vincent,Madden,hernandezcharles@example.org,USA,2022-11-17,6,Senior,Python,2.1,5.2
Ernest,Barry,jimmyfarmer@example.com,Mexico,2022-02-21,2,Junior,Python,0.2,3.2
Richard,Cross,psmith@example.org,Brazil,2021-05-23,6,Lead,Data Engineering,9.1,6.9
Grant,Young,coxjeffery@example.com,Mexico,2023-05-03,13,Junior,C++,8.5,6.9
Jared,Glover,jbridges@example.org,Ecuador,2024-11-30,12,Senior,Data Engineering,8.2,1.8
Lisa,Newman,michelle68@example.com,USA,2024-07-30,3,Mid,Java,7.4,4.4
Jeremy,Kent,lmorales@example.net,Brazil,2021-07-22,6,Junior,C++,1.2,3.1
Erika,Diaz,mariah25@example.org,Mexico,2020-12-08,11,Senior,C++,4.0,2.3
Amy,Johnson,zsmith@example.com,USA,2021-08-22,7,Junior,Data Engineering,7.4,7.3
Joshua,Rose,zcastro@example.org,Colombia,2021-12-15,8,Senior,JavaScript,2.3,3.8
Colleen,Garrison,wbrooks@example.com,USA,2020-10-05,6,Mid,Data Engineering,3.3,2.6
Megan,Long,rebecca93@example.net,Mexico,2021-08-31,12,Mid,C++,8.8,7.4
Tiffany,Black,marshrobert@example.com,Mexico,2020-02-22,11,Lead,JavaScript,8.5,1.3
Ryan,Burke,banksrodney@example.org,Ecuador,2021-04-06,7,Junior,JavaScript,9.1,5.7
Larry,Hinton,hhiggins@example.com,Brazil,2021-03-15,0,Senior,Java,6.1,5.5
Zachary,Mcknight,jessicabailey@example.net,Argentina,2024-03-16,2,Lead,Data Engineering,6.9,3.5
Andrew,Ware,herreracrystal@example.net,Ecuador,2022-06-06,3,Lead,JavaScript,9.2,1.9
Sara,Bridges,sconner@example.com,Mexico,2023-09-09,14,Junior,Java,5.7,4.5
Richard,Sloan,lisajohnson@example.org,USA,2023-05-24,5,Mid,SQL,2.2,3.2
Tracey,Martin,melissa57@example.org,USA,2020-12-23,1,Junior,SQL,4.1,6.0
Nicholas,Jackson,liuamanda@example.net,USA,2021-04-15,9,Lead,Python,9.4,5.7
Tammy,Patrick,georgecarrie@example.net,Brazil,2021-09-25,7,Lead,Python,6.3,6.0
Lisa,Johnson,michael99@example.com,Brazil,2021-11-03,12,Senior,Data Engineering,6.0,3.4
Emily,Hubbard,hughesian@example.org,Brazil,2020-10-24,9,Junior,C++,9.8,8.4
Benjamin,Williams,elizabethhudson@example.com,Brazil,2020-04-07,13,Junior,Python,7.1,1.8
David,Banks,jacksonlauren@example.org,USA,2024-11-20,3,Senior,Python,2.0,5.8
Kathleen,Mckenzie,manngina@example.com,Colombia,2021-06-04,6,Mid,Java,8.2,6.5
Makayla,May,dennis38@example.org,USA,2024-05-12,4,Junior,Java,2.4,4.9
Dwayne,Ramsey,spencerobert@example.com,Ecuador,2021-11-28,14,Mid,C++,2.8,2.2
Stephanie,Mitchell,jamesramos@example.net,USA,2024-07-18,11,Senior,JavaScript,3.6,0.5
Terri,Tran,andrea16@example.org,Ecuador,2021-11-19,8,Senior,Data Engineering,4.2,6.1
Mark,Dominguez,williamsjulie@example.org,Colombia,2022-03-07,11,Mid,Python,1.5,9.9
Zachary,Carpenter,jennifertaylor@example.net,USA,2022-09-26,12,Junior,Java,9.7,5.5
Joseph,Johnson,robertross@example.org,Argentina,2024-12-10,7,Junior,Data Engineering,3.5,4.9
Kirsten,Perry,daniel77@example.net,USA,2024-03-08,6,Mid,C++,6.0,4.8
William,Jones,lisabanks@example.net,Argentina,2022-02-05,12,Junior,Data Engineering,6.2,5.5
Jill,Hill,angelanelson@example.net,Mexico,2024-03-04,10,Mid,Java,7.2,5.2
Eric,Mays,carl52@example.com,Brazil,2021-11-19,1,Mid,Java,1.0,6.0
John,Griffin,rhodesoscar@example.net,Argentina,2023-10-19,1,Senior,Python,3.2,4.5
John,Griffin,iarmstrong@example.com,Colombia,2022-08-21,9,Senior,Java,2.7,0.3
Connor,Day,escott@example.org,Brazil,2024-11-21,10,Mid,SQL,1.7,9.5
Cynthia,King,ymorris@example.org,Colombia,2024-06-27,4,Mid,Data Engineering,0.1,9.4
Robert,Farley,cohenamanda@example.net,USA,2024-04-20,12,Junior,Java,3.7,5.2
Alicia,Pierce,gmendez@example.org,Ecuador,2023-03-03,10,Mid,Data Engineering,2.0,1.2
Miranda,Lee,bhopkins@example.com,Brazil,2021-02-10,7,Lead,Data Engineering,4.7,2.6
Samuel,Rice,meganarmstrong@example.org,Ecuador,2024-05-06,8,Lead,C++,4.6,8.7
Mark,Myers,thomaslopez@example.org,Argentina,2024-10-03,9,Junior,SQL,8.4,3.9
Jessica,Li,zkaiser@example.net,Colombia,2022-10-06,0,Senior,Java,6.0,9.8
Stephen,Wagner,chapmanjennifer@example.com,Argentina,2023-10-30,6,Senior,Java,9.2,0.9
Kelly,Cole,james28@example.org,Colombia,2024-04-04,10,Junior,Data Engineering,6.9,3.9
John,Bond,hbanks@example.com,USA,2024-11-10,0,Lead,SQL,5.3,4.4
Christopher,Shaffer,christophermcclure@example.com,Brazil,2023-05-07,13,Senior,JavaScript,5.8,0.7
Joshua,Mcintyre,lisa30@example.org,Ecuador,2024-12-24,1,Lead,Python,3.8,0.5
Jennifer,Trujillo,rodriguezcatherine@example.com,Brazil,2021-09-22,3,Senior,SQL,3.4,1.0
Charles,Schmitt,abigail50@example.com,Colombia,2024-11-25,2,Mid,SQL,3.0,3.0
Ann,Hughes,peggythomas@example.com,Mexico,2020-04-24,10,Junior,Python,0.3,6.4
Andrew,Lara,jennifer89@example.net,USA,2022-08-08,13,Junior,SQL,4.3,2.9
Rachel,Gates,riveraphilip@example.org,USA,2022-01-29,6,Junior,SQL,8.7,7.9
Jacqueline,Smith,brittany07@example.org,Ecuador,2020-08-06,0,Lead,C++,8.4,7.5
Brian,Miller,iellison@example.com,Ecuador,2022-01-06,11,Lead,JavaScript,8.7,6.5
Joan,Washington,xkramer@example.org,Brazil,2022-08-31,11,Senior,Java,0.3,3.0
Joseph,Bradley,amberstevenson@example.net,USA,2024-12-18,1,Lead,Data Engineering,2.2,0.1
Kevin,Allen,ncherry@example.net,Brazil,2023-05-12,2,Junior,C++,9.8,7.6
Joseph,Davis,terri83@example.com,Mexico,2022-12-30,0,Lead,JavaScript,0.7,9.1
Alan,Thompson,uzimmerman@example.org,Colombia,2023-10-09,11,Mid,Java,4.5,7.4
Alexander,Owens,lsmith@example.org,Mexico,2023-05-04,0,Lead,JavaScript,7.7,3.3
Sue,Jackson,erik49@example.net,Colombia,2020-06-08,1,Senior,C++,9.3,7.6
Lindsey,Davenport,victoria27@example.com,Brazil,2023-06-06,4,Mid,C++,0.9,9.8
Sean,Lewis,speterson@example.net,Argentina,2020-05-20,4,Junior,Data Engineering,2.4,9.7
Barbara,Matthews,castrojacob@example.net,Brazil,2020-04-22,15,Mid,C++,8.8,9.6
Mark,Perez,robinsonsarah@example.net,Colombia,2021-01-16,4,Lead,C++,1.2,7.3
Erica,Webster,meyerricky@example.org,USA,2021-11-17,15,Mid,C++,8.3,4.4
Lori,Mcbride,umiller@example.net,Mexico,2024-03-21,1,Senior,C++,4.5,0.5
Drew,Berry,andrewsmith@example.net,Argentina,2020-04-19,13,Senior,JavaScript,2.0,3.1
Chad,Andrews,hillbryan@example.com,USA,2024-08-06,2,Mid,C++,9.0,6.4
Andrew,Evans,dianawong@example.com,USA,2024-01-07,15,Lead,Data Engineering,5.1,3.2
Susan,Roberts,smithamy@example.net,Argentina,2022-04-07,7,Lead,JavaScript,4.1,3.1
Jessica,Cowan,david99@example.net,Mexico,2023-06-05,15,Senior,Data Engineering,0.9,2.1
Valerie,Hoffman,mendezevan@example.net,USA,2020-11-14,2,Junior,JavaScript,0.4,2.8
Michael,Lamb,seanfernandez@example.net,Ecuador,2024-01-09,3,Lead,C++,2.7,7.6
Jessica,Clark,browncraig@example.org,Argentina,2023-12-27,8,Junior,Python,8.0,0.1
Christopher,Johnson,richardbradley@example.org,Argentina,2023-08-11,13,Junior,JavaScript,0.5,4.6
John,Weber,justin07@example.com,Colombia,2022-12-05,11,Lead,Data Engineering,5.8,5.9
Pamela,Lewis,emily92@example.com,Ecuador,2022-11-19,9,Junior,Data Engineering,2.7,7.3
Dwayne,Lopez,katherine27@example.org,USA,2022-06-22,2,Lead,Java,9.1,4.4
Charles,Cooper,johnny10@example.org,Colombia,2023-02-18,5,Mid,Java,4.2,4.5
Kevin,Garrett,bdalton@example.com,Colombia,2020-11-25,2,Mid,Python,1.1,8.9
Christine,White,colleentrujillo@example.com,Colombia,2023-11-21,14,Senior,JavaScript,0.9,8.2
